time (s),getData("/net03" ?result "tran") tp 1e-11  (V),time (s),getData("/net03" ?result "tran") tp 1.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 2.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 3.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 4.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 5.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 6.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 7.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 8.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 9.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 1.001e-08  (V)
 , ,76.81E-9,126.0E-3, , , , , , , , , , , , , , , , , , 
 , ,76.87E-9,63.01E-3, , , , , , , , , , , , , , , , , , 
 , ,76.92E-9,11.32E-15, , , , , , , , , , , , , , , , , , 
 , ,76.94E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,76.97E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,77.00E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,77.05E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,77.15E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,77.35E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,77.75E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,78.54E-9,0.000, , , , , , , , , , , , , , , , , , 
 , ,80.00E-9,0.000, , , , , , , , , , , , , , , , , , 
