time (s),getData("/net011" ?result "tran") tp 1e-11  (V),time (s),getData("/net011" ?result "tran") tp 1.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 2.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 3.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 4.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 5.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 6.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 7.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 8.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 9.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 1.001e-08  (V)
0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200,0.000,1.200
65.44E-9,3.508E-6,65.48E-9,873.4E-3,66.35E-9,41.69E-3,66.97E-9,50.99E-3,68.10E-9,7.289E-3,72.69E-9,-3.360E-6,78.01E-9,8.321E-6, , , , , , , , 
65.76E-9,1.595E-6,65.52E-9,697.0E-3,66.42E-9,26.22E-3,67.08E-9,31.63E-3,68.43E-9,912.4E-6,74.29E-9,8.147E-6,79.14E-9,-3.199E-6, , , , , , , , 
66.40E-9,3.200E-6,65.57E-9,462.6E-3,66.55E-9,8.965E-3,67.27E-9,11.00E-3,68.72E-9,298.9E-6,75.89E-9,-3.051E-6,80.00E-9,7.856E-6, , , , , , , , 
67.68E-9,1.884E-6,65.60E-9,303.9E-3,66.70E-9,1.497E-3,67.49E-9,2.064E-3,69.01E-9,180.6E-6,77.49E-9,7.841E-6, , , , , , , , , , 
69.28E-9,3.023E-6,65.62E-9,190.0E-3,66.86E-9,519.8E-6,67.78E-9,326.2E-6,69.11E-9,20.25E-6,78.70E-9,-2.704E-6, , , , , , , , , , 
70.88E-9,1.923E-6,65.64E-9,108.5E-3,67.01E-9,400.1E-6,68.01E-9,297.4E-6,69.25E-9,-10.24E-6,79.91E-9,7.458E-6, , , , , , , , , , 
72.48E-9,3.020E-6,65.67E-9,67.79E-3,67.06E-9,74.56E-6,68.09E-9,40.48E-6,69.38E-9,11.32E-6,80.00E-9,-143.2E-6, , , , , , , , , , 
73.69E-9,1.917E-6,65.69E-9,45.56E-3,67.13E-9,-34.70E-6,68.20E-9,-22.46E-6,69.63E-9,-4.964E-6, , , , , , , , , , , , 
74.91E-9,3.033E-6,65.72E-9,30.79E-3,67.20E-9,20.56E-6,68.29E-9,18.07E-6,70.13E-9,9.332E-6, , , , , , , , , , , , 
74.92E-9,16.92E-3,65.74E-9,20.03E-3,67.33E-9,-10.64E-6,68.49E-9,-10.07E-6,71.14E-9,-4.159E-6, , , , , , , , , , , , 
74.92E-9,71.50E-3,65.78E-9,10.58E-3,67.59E-9,13.80E-6,68.88E-9,13.85E-6,72.74E-9,8.933E-6, , , , , , , , , , , , 
74.92E-9,83.63E-3,65.83E-9,3.561E-3,68.11E-9,-8.140E-6,69.67E-9,-8.465E-6,74.34E-9,-3.818E-6, , , , , , , , , , , , 
74.92E-9,105.3E-3,65.91E-9,959.2E-6,69.15E-9,12.72E-6,71.24E-9,13.18E-6,75.94E-9,8.588E-6, , , , , , , , , , , , 
74.92E-9,129.3E-3,65.96E-9,902.8E-6,70.75E-9,-7.558E-6,72.84E-9,-7.968E-6,77.54E-9,-3.479E-6, , , , , , , , , , , , 
74.92E-9,176.8E-3,66.01E-9,818.2E-6,72.35E-9,12.23E-6,74.44E-9,12.63E-6,78.91E-9,8.230E-6, , , , , , , , , , , , 
74.93E-9,270.2E-3,66.03E-9,345.5E-6,73.95E-9,-7.026E-6,76.04E-9,-7.411E-6,79.09E-9,-186.4E-6, , , , , , , , , , , , 
74.93E-9,449.4E-3,66.05E-9,-19.73E-6,75.55E-9,11.71E-6,76.97E-9,11.89E-6,79.41E-9,82.86E-6, , , , , , , , , , , , 
74.95E-9,766.2E-3,66.08E-9,3.285E-6,76.91E-9,-6.471E-6,77.91E-9,-6.512E-6,79.72E-9,3.060E-3, , , , , , , , , , , , 
74.96E-9,966.5E-3,66.12E-9,1.081E-6,77.02E-9,-368.2E-6,78.05E-9,-249.2E-6,80.00E-9,14.75E-3, , , , , , , , , , , , 
74.97E-9,1.072,66.22E-9,3.364E-6,77.19E-9,5.062E-6,78.30E-9,36.96E-6, , , , , , , , , , , , , , 
74.98E-9,1.142,66.41E-9,1.764E-6,77.42E-9,9.541E-3,78.52E-9,2.919E-3, , , , , , , , , , , , , , 
74.99E-9,1.171,66.80E-9,3.102E-6,77.68E-9,63.50E-3,78.82E-9,23.22E-3, , , , , , , , , , , , , , 
75.00E-9,1.186,67.57E-9,1.874E-6,77.88E-9,186.9E-3,79.12E-9,80.39E-3, , , , , , , , , , , , , , 
75.01E-9,1.194,69.10E-9,3.050E-6,77.97E-9,299.7E-3,79.30E-9,150.7E-3, , , , , , , , , , , , , , 
75.03E-9,1.198,70.70E-9,1.907E-6,78.06E-9,528.8E-3,79.40E-9,226.6E-3, , , , , , , , , , , , , , 
75.04E-9,1.199,72.30E-9,3.019E-6,78.13E-9,752.7E-3,79.50E-9,339.8E-3, , , , , , , , , , , , , , 
75.07E-9,1.200,73.90E-9,1.937E-6,78.18E-9,891.3E-3,79.59E-9,507.0E-3, , , , , , , , , , , , , , 
75.10E-9,1.200,74.91E-9,2.980E-6,78.21E-9,990.4E-3,79.70E-9,749.3E-3, , , , , , , , , , , , , , 
75.15E-9,1.200,75.91E-9,1.983E-6,78.25E-9,1.055,79.79E-9,949.8E-3, , , , , , , , , , , , , , 
75.25E-9,1.200,75.98E-9,-700.5E-6,78.29E-9,1.092,79.86E-9,1.041, , , , , , , , , , , , , , 
75.45E-9,1.200,76.08E-9,54.96E-6,78.34E-9,1.119,79.92E-9,1.076, , , , , , , , , , , , , , 
75.86E-9,1.200,76.22E-9,22.85E-3,78.38E-9,1.135,79.96E-9,1.093, , , , , , , , , , , , , , 
76.66E-9,1.200,76.34E-9,93.32E-3,78.43E-9,1.153,80.00E-9,1.107, , , , , , , , , , , , , , 
78.26E-9,1.200,76.41E-9,177.2E-3,78.51E-9,1.172, , , , , , , , , , , , , , , , 
79.13E-9,1.200,76.45E-9,281.8E-3,78.63E-9,1.190, , , , , , , , , , , , , , , , 
80.00E-9,1.200,76.50E-9,465.5E-3,78.78E-9,1.198, , , , , , , , , , , , , , , , 
 , ,76.55E-9,685.0E-3,78.92E-9,1.199, , , , , , , , , , , , , , , , 
 , ,76.57E-9,815.2E-3,78.97E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.59E-9,938.1E-3,79.03E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.62E-9,1.046,79.10E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.64E-9,1.098,79.22E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.67E-9,1.140,79.47E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.70E-9,1.159,79.73E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.73E-9,1.173,80.00E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.76E-9,1.184, , , , , , , , , , , , , , , , , , 
 , ,76.81E-9,1.194, , , , , , , , , , , , , , , , , , 
 , ,76.87E-9,1.198, , , , , , , , , , , , , , , , , , 
 , ,76.92E-9,1.199, , , , , , , , , , , , , , , , , , 
 , ,76.94E-9,1.199, , , , , , , , , , , , , , , , , , 
 , ,76.97E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.00E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.05E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.15E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.35E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.75E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,78.54E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,80.00E-9,1.200, , , , , , , , , , , , , , , , , , 
