time (s),getData("/I2/gnd" ?result "tran") tp 1e-11  (A),time (s),getData("/I2/gnd" ?result "tran") tp 1.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 2.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 3.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 4.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 5.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 6.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 7.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 8.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 9.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 1.001e-08  (A)
0.000,-46.68E-9,75.98E-9,339.7E-9,0.000,-46.68E-9,0.000,-46.68E-9,0.000,-46.68E-9,0.000,-46.68E-9,0.000,-46.68E-9,0.000,-46.68E-9,0.000,-46.68E-9,0.000,-46.68E-9,0.000,-46.68E-9
80.00E-12,-46.68E-9,15.97E-9,339.5E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9,80.00E-12,-46.68E-9
240.0E-12,-46.68E-9,55.97E-9,339.4E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9,240.0E-12,-46.68E-9
560.0E-12,-46.68E-9,35.99E-9,338.3E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9,560.0E-12,-46.68E-9
1.200E-9,-46.68E-9,56.07E-9,149.4E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9,1.200E-9,-46.68E-9
2.480E-9,-46.68E-9,16.07E-9,140.4E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9,2.480E-9,-46.68E-9
3.740E-9,-46.68E-9,76.08E-9,109.0E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9,3.740E-9,-46.68E-9
5.000E-9,-46.68E-9,36.92E-9,65.14E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9,5.000E-9,-46.68E-9
5.006E-9,-67.21E-6,76.92E-9,56.96E-9,5.102E-9,-250.6E-9,5.131E-9,-196.2E-9,5.151E-9,-163.1E-9,5.222E-9,-184.2E-9,5.243E-9,-164.2E-9,5.262E-9,-149.9E-9,5.280E-9,-139.3E-9,5.297E-9,-130.9E-9,5.313E-9,-124.2E-9
5.010E-9,-122.7E-6,16.92E-9,47.39E-9,5.274E-9,-1.629E-6,5.362E-9,-1.153E-6,5.431E-9,-856.2E-9,5.587E-9,-1.055E-6,5.634E-9,-804.5E-9,5.677E-9,-649.0E-9,5.717E-9,-544.7E-9,5.754E-9,-470.8E-9,5.789E-9,-415.9E-9
5.010E-9,-102.6E-6,56.92E-9,45.42E-9,5.490E-9,-8.233E-6,5.616E-9,-5.129E-6,5.716E-9,-3.455E-6,5.908E-9,-3.602E-6,5.979E-9,-2.636E-6,6.045E-9,-2.029E-6,6.105E-9,-1.624E-6,6.162E-9,-1.342E-6,6.215E-9,-1.137E-6
5.011E-9,-101.8E-6,26.07E-9,11.03E-9,5.683E-9,-17.57E-6,5.906E-9,-13.60E-6,6.111E-9,-11.24E-6,6.388E-9,-11.20E-6,6.569E-9,-9.713E-6,6.726E-9,-8.380E-6,6.820E-9,-6.791E-6,6.910E-9,-5.615E-6,6.996E-9,-4.725E-6
5.012E-9,-101.2E-6,46.06E-9,9.358E-9,5.795E-9,-23.05E-6,6.198E-9,-23.10E-6,6.488E-9,-20.53E-6,6.859E-9,-20.49E-6,7.121E-9,-18.69E-6,7.360E-9,-17.07E-6,7.538E-9,-15.08E-6,7.714E-9,-13.52E-6,7.889E-9,-12.29E-6
5.014E-9,-99.72E-6,6.054E-9,8.016E-9,5.867E-9,-26.13E-6,6.308E-9,-25.96E-6,6.638E-9,-23.91E-6,7.038E-9,-23.70E-6,7.352E-9,-22.35E-6,7.667E-9,-21.33E-6,7.981E-9,-20.53E-6,8.319E-9,-20.17E-6,8.852E-9,-21.68E-6
5.017E-9,-96.96E-6,66.05E-9,5.452E-9,5.956E-9,-28.56E-6,6.444E-9,-27.69E-6,6.751E-9,-25.82E-6,7.174E-9,-25.49E-6,7.518E-9,-24.52E-6,7.868E-9,-23.78E-6,8.225E-9,-23.24E-6,8.603E-9,-23.00E-6,9.159E-9,-24.11E-6
5.024E-9,-90.61E-6,55.00E-9,-645.0E-12,6.023E-9,-29.16E-6,6.540E-9,-27.47E-6,6.878E-9,-26.88E-6,7.326E-9,-26.43E-6,7.725E-9,-26.00E-6,8.038E-9,-25.23E-6,8.421E-9,-24.87E-6,8.823E-9,-24.67E-6,9.405E-9,-25.22E-6
5.037E-9,-69.88E-6,52.48E-9,-667.2E-12,6.064E-9,-28.85E-6,6.600E-9,-26.41E-6,6.999E-9,-26.77E-6,7.472E-9,-26.25E-6,7.880E-9,-26.07E-6,8.216E-9,-25.86E-6,8.640E-9,-25.66E-6,9.078E-9,-25.52E-6,9.659E-9,-25.40E-6
5.047E-9,-44.16E-6,49.28E-9,-684.5E-12,6.130E-9,-25.87E-6,6.676E-9,-22.47E-6,7.090E-9,-25.79E-6,7.622E-9,-24.70E-6,7.976E-9,-25.73E-6,8.413E-9,-25.64E-6,8.838E-9,-25.55E-6,9.294E-9,-25.40E-6,9.808E-9,-25.17E-6
5.056E-9,-25.49E-6,26.15E-9,-691.1E-12,6.176E-9,-20.08E-6,6.732E-9,-18.65E-6,7.184E-9,-22.71E-6,7.730E-9,-21.49E-6,8.111E-9,-24.53E-6,8.587E-9,-24.55E-6,9.052E-9,-24.61E-6,9.537E-9,-24.50E-6,10.01E-9,-24.44E-6
5.069E-9,-8.125E-6,14.97E-9,-703.5E-12,6.217E-9,-16.00E-6,6.792E-9,-15.93E-6,7.259E-9,-19.31E-6,7.822E-9,-18.73E-6,8.231E-9,-21.94E-6,8.733E-9,-22.27E-6,9.214E-9,-22.77E-6,9.717E-9,-22.81E-6,10.21E-9,-22.93E-6
5.079E-9,-4.434E-6,46.86E-9,-711.5E-12,6.266E-9,-12.80E-6,6.863E-9,-13.30E-6,7.334E-9,-16.94E-6,7.925E-9,-16.52E-6,8.336E-9,-19.48E-6,8.860E-9,-19.75E-6,9.365E-9,-20.25E-6,9.888E-9,-20.41E-6,10.39E-9,-20.71E-6
5.088E-9,-972.4E-9,12.44E-9,-721.0E-12,6.306E-9,-10.81E-6,6.920E-9,-11.52E-6,7.429E-9,-14.38E-6,8.013E-9,-14.65E-6,8.458E-9,-17.22E-6,8.993E-9,-17.75E-6,9.507E-9,-18.38E-6,10.05E-9,-18.57E-6,10.57E-9,-18.85E-6
5.098E-9,-1.247E-6,9.239E-9,-734.8E-12,6.353E-9,-8.625E-6,7.002E-9,-8.872E-6,7.502E-9,-12.63E-6,8.114E-9,-12.66E-6,8.567E-9,-15.36E-6,9.125E-9,-15.75E-6,9.675E-9,-16.15E-6,10.24E-9,-16.34E-6,10.80E-9,-16.47E-6
5.112E-9,478.6E-9,6.834E-9,-756.9E-12,6.420E-9,-5.948E-6,7.161E-9,-4.938E-6,7.612E-9,-9.937E-6,8.300E-9,-9.212E-6,8.683E-9,-13.39E-6,9.254E-9,-13.93E-6,9.817E-9,-14.44E-6,10.40E-9,-14.63E-6,10.98E-9,-14.75E-6
5.130E-9,-647.4E-9,74.91E-9,-771.2E-12,6.544E-9,-2.313E-6,7.341E-9,-1.727E-6,7.823E-9,-5.744E-6,8.534E-9,-5.532E-6,8.881E-9,-10.30E-6,9.489E-9,-10.69E-6,10.05E-9,-11.56E-6,10.66E-9,-11.75E-6,11.26E-9,-12.01E-6
5.157E-9,631.7E-9,72.30E-9,-782.4E-12,6.698E-9,-501.9E-9,7.597E-9,-345.2E-9,8.045E-9,-2.411E-6,8.841E-9,-2.088E-6,9.151E-9,-6.525E-6,9.783E-9,-7.162E-6,10.41E-9,-7.709E-6,11.05E-9,-7.984E-6,11.70E-9,-8.108E-6
5.198E-9,-632.3E-9,69.10E-9,-791.8E-12,6.854E-9,-201.8E-9,7.804E-9,-83.18E-9,8.363E-9,-479.4E-9,9.237E-9,-349.4E-9,9.490E-9,-2.965E-6,10.17E-9,-3.406E-6,10.80E-9,-4.109E-6,11.49E-9,-4.371E-6,12.17E-9,-4.630E-6
5.276E-9,629.9E-9,66.80E-9,-807.4E-12,7.010E-9,-206.8E-9,8.010E-9,-192.1E-9,8.741E-9,-56.99E-9,9.624E-9,-87.81E-9,9.936E-9,-589.5E-9,10.66E-9,-848.6E-9,11.36E-9,-1.192E-6,12.10E-9,-1.330E-6,12.85E-9,-1.412E-6
5.431E-9,-632.0E-9,46.24E-9,-843.2E-12,7.061E-9,-22.05E-9,8.086E-9,-9.741E-9,9.010E-9,-150.4E-9,10.01E-9,-85.98E-9,10.50E-9,-97.22E-9,11.32E-9,-65.22E-9,12.06E-9,-73.14E-9,12.88E-9,-94.45E-9,13.71E-9,-120.9E-9
5.741E-9,629.8E-9,6.230E-9,-865.6E-12,7.133E-9,9.724E-9,8.186E-9,4.328E-9,9.110E-9,-6.604E-9,10.14E-9,-4.460E-9,11.01E-9,-55.33E-9,11.66E-9,-88.93E-9,12.54E-9,-110.2E-9,13.45E-9,-100.4E-9,14.36E-9,-85.60E-9
6.362E-9,-632.0E-9,66.22E-9,-885.3E-12,7.198E-9,-6.326E-9,8.278E-9,-4.386E-9,9.248E-9,2.841E-9,10.32E-9,1.485E-9,11.16E-9,-3.686E-9,12.01E-9,-28.81E-9,13.01E-9,4.016E-9,14.01E-9,3.909E-9,15.01E-9,-3.355E-9
7.603E-9,629.7E-9,35.91E-9,-897.2E-12,7.328E-9,2.530E-9,8.462E-9,1.444E-9,9.370E-9,-3.815E-9,10.48E-9,-3.066E-9,11.39E-9,1.003E-9,12.12E-9,-3.978E-9,13.15E-9,-3.206E-9,14.17E-9,-2.723E-9,15.19E-9,-2.316E-9
9.203E-9,-631.9E-9,32.72E-9,-924.5E-12,7.590E-9,-4.121E-9,8.830E-9,-3.353E-9,9.613E-9,1.137E-9,10.80E-9,595.3E-12,11.60E-9,-2.797E-9,12.30E-9,1.129E-9,13.38E-9,618.8E-12,14.44E-9,258.9E-12,15.50E-9,-64.58E-12
10.80E-9,629.7E-9,29.52E-9,-953.2E-12,8.112E-9,1.627E-9,9.567E-9,997.8E-12,10.10E-9,-3.150E-9,11.45E-9,-2.695E-9,12.00E-9,404.9E-12,12.47E-9,-2.818E-9,13.59E-9,-2.505E-9,14.69E-9,-2.247E-9,15.78E-9,-1.997E-9
12.40E-9,-631.9E-9,26.98E-9,-994.5E-12,9.157E-9,-3.709E-9,11.04E-9,-3.145E-9,11.07E-9,839.2E-12,12.75E-9,424.3E-12,12.82E-9,-2.538E-9,12.81E-9,389.0E-12,14.02E-9,150.1E-12,15.18E-9,-66.89E-12,16.35E-9,-286.6E-12
13.66E-9,629.7E-9,46.13E-9,-1.117E-9,10.76E-9,1.410E-9,12.64E-9,868.9E-12,12.67E-9,-2.998E-9,14.35E-9,-2.596E-9,14.42E-9,282.7E-12,13.49E-9,-2.507E-9,14.88E-9,-2.300E-9,16.18E-9,-2.102E-9,17.48E-9,-1.896E-9
14.91E-9,-631.9E-9,6.130E-9,-1.136E-9,12.36E-9,-3.542E-9,14.24E-9,-3.025E-9,14.27E-9,728.1E-12,15.95E-9,338.1E-12,16.02E-9,-2.459E-9,14.85E-9,245.1E-12,16.48E-9,51.65E-12,17.78E-9,-141.0E-12,19.08E-9,-340.8E-12
14.92E-9,10.53E-6,26.51E-9,-1.164E-9,13.96E-9,1.247E-9,15.84E-9,751.9E-12,15.87E-9,-2.890E-9,17.55E-9,-2.512E-9,17.62E-9,205.2E-12,16.45E-9,-2.422E-9,18.08E-9,-2.234E-9,19.38E-9,-2.047E-9,20.68E-9,-1.853E-9
14.92E-9,7.717E-6,66.12E-9,-1.173E-9,15.56E-9,-3.384E-9,16.88E-9,-2.881E-9,17.47E-9,622.9E-12,18.73E-9,242.5E-12,19.22E-9,-2.383E-9,18.05E-9,169.2E-12,19.68E-9,-12.79E-12,20.98E-9,-194.5E-12,22.28E-9,-383.1E-12
14.92E-9,-3.119E-6,26.27E-9,-1.181E-9,16.91E-9,1.080E-9,17.91E-9,583.2E-12,18.91E-9,-2.782E-9,19.91E-9,-2.405E-9,20.06E-9,100.6E-12,19.65E-9,-2.348E-9,21.28E-9,-2.172E-9,22.58E-9,-1.995E-9,23.59E-9,-1.808E-9
14.92E-9,-3.087E-6,27.92E-9,-1.247E-9,17.02E-9,176.1E-9,18.03E-9,118.8E-9,19.11E-9,88.33E-9,20.13E-9,71.13E-9,20.91E-9,-2.252E-9,20.78E-9,83.14E-12,22.10E-9,-101.8E-12,23.91E-9,-250.0E-12,24.91E-9,-431.4E-12
14.92E-9,-3.063E-6,31.12E-9,-1.277E-9,17.19E-9,62.68E-9,18.25E-9,75.46E-9,19.46E-9,-34.07E-9,20.48E-9,18.78E-9,21.06E-9,59.68E-9,21.91E-9,-2.250E-9,22.91E-9,-2.058E-9,24.21E-9,39.45E-9,25.23E-9,35.44E-9
14.92E-9,-3.003E-6,34.32E-9,-1.305E-9,17.42E-9,-2.268E-6,18.48E-9,-496.5E-9,19.77E-9,-1.122E-6,20.79E-9,-366.5E-9,21.36E-9,53.98E-9,22.17E-9,50.86E-9,23.08E-9,44.74E-9,24.70E-9,21.34E-9,25.71E-9,22.34E-9
14.93E-9,-2.903E-6,66.08E-9,-1.343E-9,17.68E-9,-11.29E-6,18.78E-9,-4.439E-6,20.33E-9,-9.344E-6,21.41E-9,-5.202E-6,21.62E-9,-8.889E-9,22.56E-9,29.64E-9,23.41E-9,42.10E-9,25.12E-9,-83.53E-9,26.15E-9,-51.47E-9
14.93E-9,-2.695E-6,66.41E-9,-1.385E-9,17.88E-9,-19.39E-6,19.09E-9,-12.58E-6,20.72E-9,-18.11E-6,21.92E-9,-13.63E-6,22.15E-9,-944.7E-9,22.90E-9,-105.4E-9,23.70E-9,12.37E-9,25.96E-9,-1.606E-6,27.02E-9,-1.115E-6
14.95E-9,-2.172E-6,67.57E-9,-1.418E-9,17.97E-9,-20.13E-6,19.29E-9,-18.20E-6,20.88E-9,-20.62E-6,22.20E-9,-18.66E-6,22.95E-9,-8.314E-6,23.59E-9,-2.065E-6,24.28E-9,-355.0E-9,27.03E-9,-8.944E-6,28.28E-9,-8.226E-6
14.96E-9,-1.378E-6,6.432E-9,-1.426E-9,18.06E-9,-19.49E-6,19.40E-9,-20.39E-6,21.00E-9,-21.40E-6,22.36E-9,-20.85E-6,23.54E-9,-17.08E-6,24.39E-9,-9.592E-6,25.09E-9,-3.662E-6,27.89E-9,-17.74E-6,29.25E-9,-17.00E-6
14.97E-9,-835.1E-9,70.70E-9,-1.428E-9,18.13E-9,-18.80E-6,19.49E-9,-20.91E-6,21.12E-9,-21.31E-6,22.50E-9,-21.65E-6,23.77E-9,-20.23E-6,25.07E-9,-18.39E-6,25.91E-9,-11.46E-6,28.21E-9,-20.63E-6,29.63E-9,-20.23E-6
14.98E-9,-423.8E-9,73.90E-9,-1.437E-9,18.18E-9,-18.39E-6,19.59E-9,-20.69E-6,21.25E-9,-21.32E-6,22.64E-9,-21.78E-6,23.94E-9,-21.61E-6,25.31E-9,-20.94E-6,26.69E-9,-20.24E-6,28.44E-9,-21.99E-6,29.89E-9,-21.85E-6
14.99E-9,-237.1E-9,75.91E-9,-1.451E-9,18.21E-9,-17.47E-6,19.69E-9,-20.43E-6,21.37E-9,-20.64E-6,22.80E-9,-21.84E-6,24.13E-9,-22.05E-6,25.50E-9,-21.97E-6,26.94E-9,-21.86E-6,28.71E-9,-22.55E-6,30.20E-9,-22.62E-6
15.00E-9,-138.0E-9,46.44E-9,-1.464E-9,18.25E-9,-16.15E-6,19.79E-9,-19.62E-6,21.46E-9,-19.42E-6,22.94E-9,-21.43E-6,24.30E-9,-22.19E-6,25.70E-9,-22.30E-6,27.16E-9,-22.41E-6,28.95E-9,-22.83E-6,30.45E-9,-22.92E-6
15.01E-9,-88.80E-9,7.639E-9,-1.473E-9,18.29E-9,-14.36E-6,19.86E-9,-18.16E-6,21.53E-9,-17.70E-6,23.05E-9,-20.31E-6,24.42E-9,-22.16E-6,25.91E-9,-22.48E-6,27.37E-9,-22.62E-6,29.21E-9,-22.69E-6,30.64E-9,-23.00E-6
15.03E-9,-60.01E-9,10.84E-9,-1.487E-9,18.34E-9,-12.14E-6,19.92E-9,-16.42E-6,21.60E-9,-16.27E-6,23.13E-9,-18.77E-6,24.55E-9,-21.65E-6,26.10E-9,-22.15E-6,27.61E-9,-22.59E-6,29.39E-9,-21.88E-6,30.84E-9,-22.69E-6
15.04E-9,-51.36E-9,14.04E-9,-1.501E-9,18.38E-9,-10.20E-6,19.97E-9,-14.82E-6,21.66E-9,-14.52E-6,23.25E-9,-16.54E-6,24.66E-9,-20.49E-6,26.24E-9,-21.10E-6,27.78E-9,-21.82E-6,29.55E-9,-20.49E-6,31.04E-9,-21.66E-6
15.07E-9,-45.86E-9,47.68E-9,-1.522E-9,18.43E-9,-7.984E-6,20.02E-9,-13.08E-6,21.75E-9,-12.45E-6,23.34E-9,-14.85E-6,24.77E-9,-18.99E-6,26.36E-9,-19.62E-6,27.92E-9,-20.49E-6,29.72E-9,-18.72E-6,31.20E-9,-20.30E-6
15.10E-9,-47.81E-9,15.91E-9,-1.522E-9,18.51E-9,-4.890E-6,20.09E-9,-10.90E-6,21.92E-9,-8.452E-6,23.45E-9,-12.66E-6,24.85E-9,-17.60E-6,26.47E-9,-18.15E-6,28.07E-9,-18.79E-6,29.87E-9,-17.09E-6,31.34E-9,-18.95E-6
15.15E-9,-45.53E-9,50.88E-9,-1.540E-9,18.63E-9,-1.705E-6,20.22E-9,-7.203E-6,22.12E-9,-4.700E-6,23.66E-9,-8.736E-6,24.95E-9,-16.05E-6,26.59E-9,-16.55E-6,28.21E-9,-17.11E-6,30.05E-9,-15.16E-6,31.50E-9,-17.42E-6
15.25E-9,-47.84E-9,54.08E-9,-1.556E-9,18.78E-9,-223.7E-9,20.38E-9,-3.470E-6,22.40E-9,-1.216E-6,23.91E-9,-4.858E-6,25.09E-9,-13.70E-6,26.74E-9,-14.48E-6,28.36E-9,-15.29E-6,30.40E-9,-11.32E-6,31.73E-9,-15.14E-6
15.45E-9,-45.52E-9,55.91E-9,-1.583E-9,18.92E-9,-33.27E-9,20.61E-9,-669.6E-9,22.66E-9,-303.2E-9,24.27E-9,-1.286E-6,25.33E-9,-9.874E-6,27.04E-9,-10.33E-6,28.64E-9,-11.80E-6,30.77E-9,-7.718E-6,32.09E-9,-11.68E-6
15.86E-9,-47.84E-9,6.079E-9,-1.590E-9,18.97E-9,-47.72E-9,20.76E-9,-176.1E-9,22.92E-9,39.78E-9,24.60E-9,-272.2E-9,25.61E-9,-5.952E-6,27.33E-9,-6.679E-6,28.96E-9,-8.129E-6,31.31E-9,-3.372E-6,32.50E-9,-7.909E-6
16.66E-9,-45.52E-9,46.08E-9,-1.755E-9,19.03E-9,-46.26E-9,20.92E-9,9.067E-9,23.01E-9,-46.97E-9,24.92E-9,-5.889E-9,26.00E-9,-2.145E-6,27.78E-9,-2.524E-6,29.43E-9,-3.861E-6,31.97E-9,-773.6E-9,33.08E-9,-3.675E-6
18.26E-9,-47.84E-9,26.10E-9,-2.560E-9,19.10E-9,-46.85E-9,20.99E-9,-47.17E-9,23.14E-9,-46.50E-9,25.00E-9,-46.93E-9,26.50E-9,-290.5E-9,28.32E-9,-464.3E-9,30.00E-9,-938.1E-9,32.92E-9,-27.96E-9,33.82E-9,-844.5E-9
19.86E-9,-45.52E-9,56.97E-9,-46.58E-9,19.22E-9,-46.57E-9,21.07E-9,-46.44E-9,23.26E-9,-46.80E-9,25.06E-9,-88.96E-9,26.92E-9,-29.95E-9,28.92E-9,-17.37E-9,30.46E-9,-233.5E-9,33.09E-9,-90.94E-9,34.37E-9,-199.0E-9
21.46E-9,-47.84E-9,16.97E-9,-46.58E-9,19.47E-9,-46.77E-9,21.15E-9,-46.81E-9,23.49E-9,-46.59E-9,25.17E-9,-146.0E-9,27.02E-9,-93.33E-9,29.04E-9,-92.19E-9,30.92E-9,-14.89E-9,33.36E-9,-198.3E-9,34.92E-9,-38.72E-9
23.06E-9,-45.52E-9,25.00E-9,-46.67E-9,19.96E-9,-46.60E-9,21.31E-9,-46.59E-9,23.96E-9,-46.77E-9,25.25E-9,-208.9E-9,27.18E-9,-174.1E-9,29.24E-9,-183.7E-9,31.05E-9,-87.48E-9,33.62E-9,-405.2E-9,35.03E-9,-74.96E-9
24.03E-9,-47.84E-9,80.00E-9,-46.67E-9,20.95E-9,-46.76E-9,21.62E-9,-46.76E-9,24.48E-9,-46.61E-9,25.40E-9,-435.9E-9,27.31E-9,-302.9E-9,29.41E-9,-343.3E-9,31.23E-9,-153.5E-9,34.13E-9,-1.515E-6,35.24E-9,-127.7E-9
25.00E-9,-45.52E-9,23.40E-9,-46.67E-9,22.55E-9,-46.61E-9,22.25E-9,-46.61E-9,25.00E-9,-46.75E-9,25.70E-9,-1.698E-6,27.58E-9,-894.3E-9,29.77E-9,-1.133E-6,31.39E-9,-255.9E-9,35.06E-9,-7.657E-6,35.43E-9,-207.2E-9
25.01E-9,-66.43E-6,77.75E-9,-46.67E-9,23.78E-9,-46.75E-9,23.52E-9,-46.75E-9,25.10E-9,-119.8E-9,26.14E-9,-6.906E-6,28.12E-9,-4.808E-6,30.47E-9,-6.355E-6,31.72E-9,-698.3E-9,35.86E-9,-16.03E-6,35.81E-9,-538.0E-9
25.01E-9,-122.8E-6,63.40E-9,-46.67E-9,25.00E-9,-46.61E-9,25.00E-9,-46.62E-9,25.28E-9,-363.1E-9,26.60E-9,-15.28E-6,28.64E-9,-12.14E-6,31.09E-9,-14.33E-6,32.37E-9,-3.607E-6,36.30E-9,-20.81E-6,36.58E-9,-2.741E-6
25.01E-9,-102.6E-6,20.20E-9,-46.67E-9,25.10E-9,-247.5E-9,25.14E-9,-209.1E-9,25.45E-9,-965.1E-9,26.88E-9,-20.95E-6,29.22E-9,-21.61E-6,31.53E-9,-20.53E-6,33.07E-9,-10.44E-6,36.56E-9,-23.34E-6,37.47E-9,-9.082E-6
25.01E-9,-101.9E-6,60.20E-9,-46.67E-9,25.27E-9,-1.589E-6,25.38E-9,-1.314E-6,25.79E-9,-4.596E-6,27.04E-9,-23.78E-6,29.42E-9,-24.34E-6,31.75E-9,-23.33E-6,33.83E-9,-19.64E-6,36.77E-9,-24.82E-6,38.38E-9,-17.98E-6
25.01E-9,-101.3E-6,17.78E-9,-46.67E-9,25.48E-9,-7.966E-6,25.66E-9,-6.222E-6,26.16E-9,-12.44E-6,27.18E-9,-25.53E-6,29.58E-9,-25.71E-6,31.92E-9,-25.00E-6,34.10E-9,-22.83E-6,37.00E-9,-25.52E-6,38.77E-9,-21.66E-6
25.01E-9,-99.73E-6,57.78E-9,-46.67E-9,25.68E-9,-17.26E-6,25.95E-9,-15.00E-6,26.54E-9,-21.86E-6,27.32E-9,-26.41E-6,29.74E-9,-26.13E-6,32.12E-9,-25.84E-6,34.31E-9,-24.65E-6,37.23E-9,-25.37E-6,39.03E-9,-23.82E-6
25.02E-9,-96.95E-6,45.00E-9,-46.67E-9,25.79E-9,-22.92E-6,26.15E-9,-21.62E-6,26.69E-9,-24.81E-6,27.46E-9,-26.30E-6,29.87E-9,-25.85E-6,32.30E-9,-25.73E-6,34.55E-9,-25.66E-6,37.46E-9,-24.53E-6,39.27E-9,-25.06E-6
25.02E-9,-90.54E-6,43.22E-9,-46.67E-9,25.87E-9,-26.05E-6,26.26E-9,-24.74E-6,26.80E-9,-26.38E-6,27.61E-9,-24.96E-6,30.02E-9,-24.74E-6,32.49E-9,-24.69E-6,34.76E-9,-25.55E-6,37.64E-9,-22.77E-6,39.51E-9,-25.42E-6
25.04E-9,-69.46E-6,40.02E-9,-46.67E-9,25.96E-9,-28.54E-6,26.35E-9,-26.67E-6,26.92E-9,-26.95E-6,27.72E-9,-21.99E-6,30.14E-9,-22.22E-6,32.64E-9,-22.58E-6,34.91E-9,-25.00E-6,37.80E-9,-20.50E-6,39.81E-9,-24.98E-6
25.05E-9,-43.77E-6,37.72E-9,-46.67E-9,26.02E-9,-29.16E-6,26.44E-9,-27.64E-6,27.01E-9,-26.66E-6,27.81E-9,-19.04E-6,30.25E-9,-19.64E-6,32.77E-9,-19.94E-6,35.07E-9,-23.66E-6,37.97E-9,-18.55E-6,40.02E-9,-23.95E-6
25.06E-9,-25.18E-6,77.15E-9,-46.67E-9,26.06E-9,-28.85E-6,26.54E-9,-27.44E-6,27.12E-9,-25.07E-6,27.91E-9,-16.93E-6,30.36E-9,-17.47E-6,32.90E-9,-18.00E-6,35.23E-9,-21.19E-6,38.16E-9,-16.34E-6,40.22E-9,-21.87E-6
25.07E-9,-7.784E-6,17.16E-9,-46.67E-9,26.13E-9,-25.85E-6,26.64E-9,-25.05E-6,27.21E-9,-21.50E-6,28.00E-9,-14.91E-6,30.48E-9,-15.51E-6,33.04E-9,-15.88E-6,35.36E-9,-19.26E-6,38.32E-9,-14.55E-6,40.39E-9,-19.91E-6
25.08E-9,-4.317E-6,57.16E-9,-46.67E-9,26.18E-9,-20.04E-6,26.71E-9,-20.10E-6,27.28E-9,-18.43E-6,28.09E-9,-13.06E-6,30.59E-9,-13.61E-6,33.16E-9,-14.11E-6,35.48E-9,-17.63E-6,38.58E-9,-11.80E-6,40.63E-9,-17.45E-6
25.09E-9,-890.9E-9,37.14E-9,-46.67E-9,26.22E-9,-15.97E-6,26.77E-9,-17.00E-6,27.37E-9,-16.08E-6,28.26E-9,-9.861E-6,30.78E-9,-10.62E-6,33.39E-9,-11.01E-6,35.61E-9,-15.97E-6,38.98E-9,-7.861E-6,40.80E-9,-15.70E-6
25.10E-9,-1.237E-6,76.97E-9,-46.68E-9,26.27E-9,-12.77E-6,26.84E-9,-14.12E-6,27.44E-9,-14.12E-6,28.49E-9,-6.142E-6,31.05E-9,-6.845E-6,33.68E-9,-7.446E-6,35.79E-9,-13.76E-6,39.41E-9,-4.367E-6,41.01E-9,-13.57E-6
25.11E-9,505.4E-9,77.00E-9,-46.68E-9,26.31E-9,-10.79E-6,26.89E-9,-12.31E-6,27.52E-9,-12.17E-6,28.78E-9,-2.571E-6,31.38E-9,-3.263E-6,34.05E-9,-3.713E-6,36.10E-9,-10.18E-6,40.03E-9,-1.255E-6,41.43E-9,-9.798E-6
